Tap1,-0.004388183080847005,0.004388183080847005
Ring1,-0.020297830260500537,0.020297830260500537
Ndufa7,-0.01065122688695429,0.01065122688695429
Wdr46,-0.01535730486788447,0.01535730486788447
COX3,-0.0010333675810932548,0.0010333675810932548
Kidins220,-0.004181680879773196,0.004181680879773196
Msl2,-0.0018723702596265387,0.0018723702596265387
Aamp,-0.0026573636959922715,0.0026573636959922715
Ogfrl1,-0.007682486468109943,0.007682486468109943
Nop58,-0.0015266938786470644,0.0015266938786470644
Ikzf2,-0.012553916278155594,0.012553916278155594
Dgkd,-0.0008830390733167131,0.0008830390733167131
Pik3r4,-0.016050648659071572,0.016050648659071572
Uchl5,0.00013577094911597495,0.00013577094911597495
Hdlbp,-0.0007954552239146642,0.0007954552239146642
Ktn1,-0.0034513666900740287,0.0034513666900740287
Actr3,-0.0004884304674489442,0.0004884304674489442
Rnf2,-0.019240209864512893,0.019240209864512893
Phip,-0.017266744931000503,0.017266744931000503
Rbm15b,-0.012893894652413293,0.012893894652413293
Pknox2,-0.004976124726426694,0.004976124726426694
D2hgdh,-0.00045160816216772943,0.00045160816216772943
Ncf2,-0.02404392794301114,0.02404392794301114
Rad54l2,-0.017251626392930937,0.017251626392930937
Runx1,-0.005482308799290814,0.005482308799290814
Pdlim2,-0.00476489549556615,0.00476489549556615
Bap1,-0.0033168373667948935,0.0033168373667948935
2700094K13Rik,0.0018876895750770694,0.0018876895750770694
Ilkap,-0.01839081377926611,0.01839081377926611
Cdc73,-0.025960830967928502,0.025960830967928502
Ptpn18,0.0014776233499838895,0.0014776233499838895
Fam134a,-0.004637273050585375,0.004637273050585375
Lrrfip1,-0.005102870139195928,0.005102870139195928
Ptgs2,-0.006134196139567973,0.006134196139567973
Twf2,-1.7205589838872083e-05,1.7205589838872083e-05
Ube2t,-0.012890150776611925,0.012890150776611925
Fbxl19,-0.002685279714348303,0.002685279714348303
Ppil3,0.0009584089437091414,0.0009584089437091414
Peak1,-0.002735309617488669,0.002735309617488669
Trmt1l,-0.01118302740271139,0.01118302740271139
Taf9,-0.019756259801749852,0.019756259801749852
Cops5,-0.002481964366117041,0.002481964366117041
Tardbp,-0.0003455723321452719,0.0003455723321452719
Kansl3,-0.019999442025351626,0.019999442025351626
Hdac4,-0.008263132014442436,0.008263132014442436
Usp37,-0.001956589845071134,0.001956589845071134
Tgfbrap1,-0.0020705906877011475,0.0020705906877011475
Slc39a10,-0.01572950894890169,0.01572950894890169
Slc35a4,0.0027822406933052557,0.0027822406933052557
Xrn1,-0.026768224990645,0.026768224990645
Tns1,-0.00926502679825567,0.00926502679825567
Gorab,-0.003880298291999808,0.003880298291999808
Tuba4a,0.00022118158230879115,0.00022118158230879115
Ddx3y,-0.005752829509260663,0.005752829509260663
Cep70,0.0010344764788844751,0.0010344764788844751
2410004P03Rik,-0.0017255317877751754,0.0017255317877751754
Ctsh,-0.013843576690157814,0.013843576690157814
Gm20379,-0.0010628662509921782,0.0010628662509921782
Fn1,0.009486559442691651,0.009486559442691651
Agfg1,-0.0027044576922133083,0.0027044576922133083
Mndal,-0.0027669104182882344,0.0027669104182882344
Ppp1r7,0.000665500723898248,0.000665500723898248
Agap1,-0.0011559149660534452,0.0011559149660534452
Ly6c1,-0.001842093706646818,0.001842093706646818
Ak6,-0.0032785624110455848,0.0032785624110455848
Creb1,0.0013487003643916442,0.0013487003643916442
Ppp1r18,-0.015318116638962005,0.015318116638962005
Cdv3,-0.005893141487412901,0.005893141487412901
2310035C23Rik,-0.0008830390733167131,0.0008830390733167131
Cspp1,-0.0034588505252542215,0.0034588505252542215
Sumo1,-0.003632335878403709,0.003632335878403709
9130401M01Rik,-0.004743555122258598,0.004743555122258598
Ipo11,-0.017223632800327893,0.017223632800327893
Abhd14a,-0.005784046244685648,0.005784046244685648
Topbp1,-0.017479304359373955,0.017479304359373955
Rrp9,-0.010292702346716686,0.010292702346716686
Serpina1b,-0.002327171155218167,0.002327171155218167
Cbll1,-0.008404291999734035,0.008404291999734035
