,,AgedHSC,AgedMPPa,AgedMPPb,AgedMPPc,CLP,CMP,GMP,HSC,MEP,MPPa,MPPb,MPPc
A0A087WPM3,Ilkap,108.51492497742014,45.519691706762195,76.9334514387802,55.89318674464227,157.30844625460836,75.33611809453451,61.933989784853026,62.085537434641054,114.422341340495,123.41631057039636,56.5875899599082,78.83890621588114
A0A087WPQ2,Cdc73,102.22667266699892,69.93215684886934,133.49141555939863,62.04344370097069,88.86523290464858,90.2221664041945,112.8125740536392,0.0,104.96775724336896,83.77736741959232,54.48333902930751,93.262048009505
A0A087WPR5,Ptpn18,61.973567560202184,68.0382511315304,83.77136220007797,95.13096918811254,132.98537232524154,52.0464993458587,51.00487112287191,76.92773867319589,36.21431154089094,67.73487096478351,61.058907406160806,74.3722725844381
A0A087WPR9,Fam134a,10.496788277659206,0.0,0.0,0.0,0.0,0.0,12.695492945901254,0.0,28.948619875245853,0.0,0.0,0.0
A0A087WPT0,Lrrfip1,281.36414117815644,259.1397528865646,337.0214912669548,346.47776541145083,312.04968893776714,343.21964618654295,126.51531961749143,210.62555247336482,158.94995546365587,114.32080994888199,105.15110652363587,361.56546877762844
A0A087WPT2,Ptgs2,326.20585127728106,345.7518157811735,297.92967803387756,364.9620277450463,187.2569496807928,224.14894737199944,167.0343367033081,134.2272706995036,290.47405361959335,137.6642278298641,315.4386950788353,142.14692847803562
A0A087WPT3,Twf2,59.97821900285298,137.3096835116452,149.24610179123775,180.3431537007112,204.85535955834996,209.75531980892038,273.65781575276134,106.71553341571881,83.12234711003492,221.451490860142,151.9907461541657,275.2766553341676
A0A087WPV1,Ube2t,0.0,27.327743218849278,21.917692789473502,0.0,11.837036710043336,71.80200175549714,14.360278100227527,0.0,26.56746831735828,0.0,18.646708563219697,80.17978160243966
A0A087WPZ0,Fbxl19,0.0,0.0,0.0,0.0,0.0,0.0,39.684541405177335,0.0,0.0,0.0,0.0,0.0
A0A087WPZ6,Ppil3,77.39917926301587,83.75512467671889,85.39054356373714,61.67869579918805,46.140949897768394,110.73897831124931,106.2093925230171,95.44783922692683,155.26147050760719,114.07704808660432,98.51621087547372,68.74959513202684
A0A087WQ01,Peak1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.07717629471506
A0A087WQ23,Trmt1l,44.906484824952116,114.86869107650357,79.48919974213328,65.5766548833186,86.10437662679294,62.27649063069564,112.77059246807983,20.385624388239393,85.3285794793033,41.05686850660907,55.946025069108124,80.06643954741993
A0A087WQ57,Taf9,20.879647556266953,40.75867323653035,42.81550893855039,45.916783002202905,73.42458856478532,41.490400641564534,54.346431153212585,0.0,74.02429147139051,31.282382810376824,24.828702007140805,57.83392701798001
A0A087WQ60,Cops5,118.46038572311483,140.5095380191072,143.24554389127945,123.86803959167328,105.81425260665131,120.77688554559649,141.45688202876855,70.81274509786978,96.12621651207824,89.50258392669835,111.354517723715,124.83187618281588
A0A087WQ63,Tardbp,610.5377608085898,628.9940671384581,543.3604153292254,609.8905463096403,554.8700258036067,391.8509273461272,468.64970220246533,339.0814893950241,410.4005425049139,493.97850436507144,398.3377175571812,390.85433593676356
A0A087WQ64,Kansl3,22.015470711186886,19.62657748077164,0.0,4.501115056095147,28.49208966769987,36.94682679966683,32.961551974157246,0.0,17.841872678152644,0.0,8.95157151156048,11.732099840560247
A0A087WQ92,Hdac4,0.0,42.998422884345494,0.0,0.0,0.0,0.0,77.70861427236879,0.0,0.0,0.0,28.86900919952623,104.22180405645565
A0A087WQE4,Usp37,0.0,0.0,0.0,0.0,0.0,72.6344313599528,358.8031274604692,0.0,0.0,0.0,0.0,0.0
A0A087WQF3,Tgfbrap1,0.0,0.0,0.0,0.0,0.0,0.0,24.140182353792536,0.0,0.0,19.27042260893409,0.0,0.0
A0A087WQF7,Slc39a10,26.48248345555021,85.80331083843622,248.96751271606962,48.49204003564767,47.48802778928468,64.49471404000141,78.18995028282515,51.38645971628692,0.0,33.36873589173163,13.046133036941104,40.42987051990435
A0A087WQH8,Slc35a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.5283064017816,0.0,0.0,62.333134634978556,0.0
A0A087WQN7,Xrn1,88.30451098293716,126.62431871341727,141.5167019893224,56.87783634159213,118.81099371173389,89.5777845837789,110.61058582478955,0.0,113.2206741803326,71.32567138771297,74.1111630230217,84.11042098596167
A0A087WQS0,Tns1,70.16486878267024,40.803630522041416,140.94042817063354,0.0,146.1610836579566,78.27851892922705,39.264586821183315,0.0,64.07052863045338,0.0,46.3669218722148,54.704521963149546
A0A087WQS3,Gorab,0.0,0.0,0.0,0.0,0.0,0.0,29.537388116900857,58.58902727700538,0.0,0.0,55.0460384583362,10.047507046646617
A0A087WQS4,Tuba4a,281.3023212165741,281.00831656426647,274.91191265991085,221.13152215547956,290.77226611983787,287.82468332821236,600.6850369596721,390.20156760307293,299.7241682459899,296.33521311670455,540.8557109685361,276.13368806060384
A0A087WQV7,Ddx3y,12.223857498075647,0.0,0.0,0.0,0.0,24.763172567225485,27.136577250801853,1828.9885767074109,524.825399611006,0.0,0.0,185.28060596275023
A0A087WQX1,Cep70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0018912659227,66.36492710044632,30.708347336938445
A0A087WQY2,2410004P03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.42381881545092,0.0
A0A087WR20,Ctsh,58.55118747192887,40.419417075478634,29.633364605328467,0.0,76.10926079812685,18.733768084426636,39.80856092812793,133.56840882462686,0.0,71.82280695885235,33.788101020944325,37.91703417731713
A0A087WR34,Gm20379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.18666520689599,0.0
A0A087WR50,Fn1,157.72300721368447,148.13142637649105,289.4940890709825,201.1105359917601,299.92584733123897,186.822394620612,150.64168548038205,435.4934926799339,424.36808678243665,155.7896799021509,102.40568554418937,38.49878322063144
A0A087WR52,Agfg1,61.53892309441602,65.45625642687894,80.41033426197195,32.356480737662366,64.97611795991064,113.87472434207591,38.70441073893599,63.37424531951088,86.41287636884702,89.7106801288494,82.23725733521536,94.14819174171129
A0A087WRA4,Mndal,243.2332890278875,198.95650752320094,138.3258931658952,242.00032502304907,144.21347881829774,193.88191480745633,162.1365300914145,115.36713380641952,67.91846275738669,154.20021019644327,205.77152907590573,239.47200261760025
A0A087WRA7,Ppp1r7,345.67810718333214,345.36989442427716,343.52346647010813,350.4684501695899,323.52981609025795,342.00053756410693,239.61189726907682,405.28769888012584,385.6681103694689,401.937832065861,413.08245062402375,423.7181475753394
A0A087WRF2,Agap1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.750916911704074
A0A087WRG9,Ly6c1,0.0,0.0,0.0,0.0,0.0,0.0,32.304436256436254,0.0,0.0,0.0,0.0,0.0
A0A087WRI5,Ak6,0.0,0.0,0.0,0.0,31.597308326367017,0.0,0.0,0.0,34.33460279879693,0.0,0.0,0.0
A0A087WRI6,Creb1,92.06294210747527,105.44598283892455,107.07654781838093,109.33965357158628,141.97929195097458,110.8812823694161,100.47123477855004,131.0633550693063,89.20644218374676,139.36022187214658,93.89222201721608,43.649090733641955
A0A087WRI9,Ppp1r18,20.240102392148557,28.075671953704063,98.82178884470878,62.513089217338106,180.08772675944704,50.454300693179384,56.668695347667345,0.0,0.0,34.98535587044301,59.694503465258784,104.46437394410815
A0A087WRM0,Cdv3,51.43301615188151,68.40715455734173,116.92903343362234,122.16695757102339,465.62436140506725,139.8029208319245,84.00283306883091,123.3031137178603,321.524063506894,115.38407368827755,78.3694272894643,124.17865265445843
A0A087WRM8,2310035C23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0085103449915,0.0,0.0
A0A087WRQ0,Cspp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.60861179894064
A0A087WRQ4,Sumo1,144.52666836227544,125.77718710552891,106.55276114371522,101.39637607095588,91.27078140481468,88.14864161566183,64.79304582996751,62.9744614481871,134.69839300477443,145.97969334147263,125.52069213967144,119.63940893906137
A0A087WRX1,9130401M01Rik,0.0,6.842903861693755,0.0,5.503491640413293,11.487752007428925,0.0,20.04625915210217,0.0,0.0,0.0,0.0,0.0
A0A087WS00,Ipo11,53.8583841438905,19.0983578662627,75.68328852672119,40.87066094687085,33.57092436143305,144.31050778040134,83.86813965148646,82.20724951253413,105.77347114616823,68.88135698606574,62.62643402357289,60.74343975877647
A0A087WS50,Abhd14a,0.0,0.0,0.0,0.0,0.0,0.0,15.156632825869838,0.0,0.0,0.0,0.0,27.366934494443534
A0A087WS55,Topbp1,76.94526112289816,126.99749214367431,100.48180367535053,79.30229380866808,81.92805526688637,72.16400194594291,153.7773641797416,0.0,132.68312883660371,110.28518373490377,74.56040373915224,386.71422829455713
A0A087WS95,Rrp9,98.53075103983453,147.44303415120825,141.01715335394255,156.72018046700424,122.53094138613037,91.20569949334946,60.57623995124189,479.6123035139066,118.42403098186254,189.88128372575497,52.27271111424536,94.61726655526246
A0A087WSE0,Serpina1b,34.32674995150315,44.911675408507065,50.96654361288816,31.69099953650456,67.35420832384374,23.71730792910425,35.35860488245985,93.44564307584264,21.387278468014713,58.63768651475223,33.74347016753,24.60156538923107
A0A087WSE1,Cbll1,0.0,0.0,0.0,0.0,28.114590788177864,81.02904412339737,43.14383977511328,0.0,46.886992904704904,14.729960665465452,50.76091334090643,116.32007616212948
A0A087WSE2,Atp5g2,0.0,0.0,0.0,0.0,0.0,0.0,32.47540560883055,0.0,0.0,0.0,19.38726147996126,39.443616884552206
A0A087WSE6,Dnpep,225.53577169332758,181.23932786467026,134.57345944255817,172.34420546624327,127.00923219427355,168.694848406545,115.27960482455644,170.65748265415235,137.0830233370754,175.52874451122716,272.52051895819744,215.74745813440794
A0A087WSE8,Gtf2e2,28.46959907172939,25.640942446244896,111.37487248834194,32.67645820641677,77.72656354103997,73.93030456588103,35.25406471132368,0.0,102.623049191744,47.1764989534086,68.18768033377775,120.70900115701177
A0A087WSE9,Zfp629,90.80880355980219,69.10548138173628,47.19128666844869,0.0,134.46342318426076,29.647404357529748,17.737866604783342,0.0,0.0,32.33868412730376,36.48352812443627,53.96877195339464
A0A087WSF3,Spp2,17.298719896727196,13.267051687273812,24.992185567269814,38.21018279135715,68.41133152186963,0.0,0.0,156.4643592676704,0.0,55.30571550231698,14.371175007857742,11.086671105473656
A0A087WSI8,Acad11,10.084355398930418,19.252265516237294,0.0,0.0,0.0,31.240958656280768,21.821938394397147,0.0,10.122450102357934,16.34150093988318,29.344568211020324,0.0
A0A087WSM3,Ggt5,25.850761667963862,58.62413815184898,77.49739225490542,42.83417229294305,0.0,12.296053676477358,0.0,0.0,0.0,69.15137517029453,78.40795989165338,81.01959843162992
A0A087WSM4,Dap,22.36548404764846,12.574115710360944,36.618541479466955,12.362510078142284,50.20020968491614,48.974374486043416,50.768977362560854,57.20312261720826,32.9054107705352,79.78766480224971,84.6577727725252,88.69972718743708
A0A087WSM7,Nmnat3,40.296231549441615,36.93454307542306,17.21521200146274,14.977039914655752,0.0,26.416398565002662,16.64312592390705,54.296377389167546,36.31244501164374,61.296069850033355,28.77564329669797,17.481007796079062
A0A087WSM9,Nav1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.12672725860645
A0A087WSP9,Orc2,0.0,17.422004139917615,31.843889294551683,36.35882086573624,13.822572675739412,57.61526700933079,45.40747421630406,0.0,117.00054850385851,24.561257693405608,100.57434112861927,42.193273428486236
A0A097PUG4,Unm3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.63674740146308,0.0,0.0,14.400482430773785,0.0
A0A0A0MQ84,Efcc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.29985662134054
A0A0A0MQ87,Sos2,0.0,0.0,0.0,0.0,0.0,0.0,82.15923362100138,0.0,0.0,0.0,83.64404789996503,11.263300545567116
A0A0A0MQ88,Pitpnc1,50.375054354805066,55.43537964643413,41.69671205298922,35.60656380750308,0.0,47.86760224970979,27.714804969961772,0.0,56.627899544861926,56.08191779159605,43.75306709947039,35.07017635224589
A0A0A0MQB0,Odr4,13.014397453903422,47.010387758682754,8.924624063445155,0.0,0.0,12.308611598627826,19.768144995101373,0.0,23.720103290395887,0.0,19.20867350206511,19.43463809867814
A0A0A0MQD1,Tdrd7,0.0,0.0,0.0,32.72607023865739,0.0,0.0,0.0,0.0,0.0,0.0,82.75981565035418,0.0
A0A0A0MQD5,Shank3,129.90684413724148,97.07595010926102,0.0,0.0,0.0,32.823113993417024,0.0,0.0,112.59068995441932,102.15099564541006,60.07026831332676,0.0
A0A0A0MQG1,Obsl1,51.960556631750094,34.86160520936784,57.55599443378888,0.0,0.0,0.0,0.0,0.0,0.0,39.79212719884644,0.0,0.0
A0A0A0MQG7,Urod,140.7339627749177,140.89673692204764,119.98415752126128,109.8793302468523,148.61049788823698,169.23381118746062,93.31057446497722,159.87025928381738,235.8217094809828,117.85084056444968,191.59139409454775,135.80540035475815
A0A0A0MQH9,Prorsd1,131.31651325479496,122.19946556006316,96.90032238950447,142.5487820299826,76.80893583750712,122.24019050778276,91.6761098034282,76.51189861730792,121.60964382865475,111.48457905532726,121.23037374263373,131.47962795075708
A0A0A0MQI8,Gtdc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.73202388256054
A0A0A0MQI9,Capzb,575.4908958992175,560.070599648281,575.1382666169379,744.9153627305084,590.2895357209807,622.3245285845612,604.3957577075697,582.6238558395911,423.13255041567305,646.4017994090788,711.7775047438619,691.6982612691513
A0A0A0MQJ0,Setx,98.81288979776562,0.0,0.0,41.51562311934313,0.0,81.87942260701917,130.50964664191477,0.0,73.8049502576366,0.0,156.98611327221715,363.0425502465541
A0A0A0MQL5,Phactr4,58.315438722213564,25.639216786023262,36.861797266099984,56.69161737288888,32.17901360066089,72.76361124596268,32.17378468328142,176.11821924122975,99.61775487408853,20.54171797988571,39.756158335190165,174.2095111958383
A0A0A0MQM3,Cyb5r3,127.81228330819702,70.78260402145423,99.01195172104583,64.36038686193523,52.23936355624269,106.66605618345478,78.46793724282686,157.61908442904183,95.6916712202981,135.10461533339594,109.79196411905463,119.61767902679891
A0A0A0U6W1,4 SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.28534852724954,0.0,0.0,227.21729067022903,0.0
A0A0A6YVN9,Gnb4,19.463354384587706,12.194898664019723,41.94908195340321,23.33447421712268,0.0,28.534308572950277,0.0,46.52043975675906,39.957280694091494,27.373147095940187,18.029542789645618,19.21983306369785
A0A0A6YVP6,Stam,168.8927566836547,73.18425435603298,173.7617798905644,140.38823574437933,145.46007368101914,68.88381894436087,83.4733864128404,431.2446633327858,85.15334990585953,180.83615223886295,145.55133306654227,68.6634524203539
A0A0A6YVS1,Fcer1g,65.02054976019039,47.87846672946665,48.59964518928469,19.14857146871736,0.0,22.298371459966337,26.356530669082574,0.0,0.0,31.48920190687453,32.766888603251154,21.650330019072754
A0A0A6YVS7,Cryz,165.46511442014884,96.59751281073365,66.62361302564173,39.11885706694367,31.256129601444965,41.41568635254214,40.22397633870729,207.61648216007788,35.14790160182328,156.56030099743214,97.88821443900567,56.638835860166004
A0A0A6YVT2,Kel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.36224156104869,0.0,0.0,0.0
A0A0A6YVV3,Txndc9,0.0,17.393465343164117,0.0,38.55736422508654,73.53088190864331,53.54755393036207,44.566787774962016,60.451461161616585,65.16642149898094,57.789662885367186,41.24157348762969,40.43744424842996
A0A0A6YVV5,Fubp3,196.27289188427082,194.72012511906567,122.41903868669182,152.6687615874407,240.45516744232083,190.7737702844133,131.76325188909215,198.21713040752658,274.82280647334926,282.4872923553164,142.40294459015297,133.02457527496745
A0A0A6YVV9,Ppp2r5a,102.86270951062531,95.84891686895399,94.66513957185494,151.24795979963918,199.70304926874852,112.82673485881567,123.51468687957917,94.36195462700508,99.55649557140977,101.95744572334593,120.91509579708507,94.43759628806558
A0A0A6YVW0,Tada3,0.0,36.57810408854286,0.0,0.0,0.0,57.920929581595196,38.47589594170861,0.0,69.91968831723521,0.0,4.140608546634458,35.774455950867264
A0A0A6YVX4,Cdc123,70.58033236467836,58.58741083037153,58.79920235314877,91.6492212383966,49.183618374864935,90.56187345003976,90.46187238447533,55.01904186999199,114.1870126206522,71.58604645185999,78.0753086394592,58.21107277474758
A0A0A6YW00,Taf1a,0.0,0.0,0.0,0.0,0.0,19.113401068095968,21.797370193523168,0.0,0.0,0.0,0.0,96.68492289466315
A0A0A6YW08,Camkv,0.0,0.0,0.0,0.0,5.716497577589866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0A6YW30,Ndufs2,118.86215165925933,98.72294513412383,80.69089646498844,114.52345157606057,93.31252603223777,154.40937730593618,156.7587625463721,110.74265715470277,169.50093212235709,119.87499551096617,110.40126555186235,100.37209748540866
A0A0A6YW31,Tmco1,48.15703163606684,33.673367587189794,44.970862009066906,40.35365867608649,45.14032060060483,18.034277375719896,56.46844024413402,0.0,41.914496010945314,0.0,19.0081920621674,37.91391803330276
A0A0A6YW60,Mapkap1,25.90544934849607,21.186203596887594,21.615108818932633,16.57648371591569,0.0,23.97138128126716,16.86454321251351,13.594375007659103,20.757941338269905,5.4188167393256395,32.605261049951196,26.086155170591383
A0A0A6YW80,Naa15,228.93376906480995,312.8255451096411,222.24594189737692,409.8988607163729,286.26576999133323,329.36515876978774,369.3952964146521,222.35455683829153,412.0690816394222,294.5825679921366,256.1466007315383,269.32092185305015
A0A0A6YW83,Nup214,411.84011635865204,424.0043351817119,299.44736051773464,480.2963778203764,369.3157119559354,474.43132088710405,397.59786506366015,257.9898257200007,564.4465325498784,312.52238939410046,229.87507241594537,306.92199475668315
A0A0A6YW87,Cnih4,0.0,34.188577625049454,0.0,0.0,0.0,19.218157566160485,17.134601542647044,0.0,0.0,24.771073021583252,13.0016797560869,14.704081749146575
A0A0A6YWB3,Gpatch4,30.087563808710534,81.90996366731665,51.790739767298355,44.06903430946526,38.66670808787728,34.904084812069705,59.925226647073885,0.0,131.12851812418793,0.0,21.854406773793258,67.60562349458779
A0A0A6YWF7,Lin9,79.72141661298426,126.42554247697139,90.68759592744128,57.333893277785904,55.046608790689916,68.24411529370178,109.05555035940135,0.0,90.46655649822303,51.924798214140395,59.83520020289523,74.67612334691351
A0A0A6YWH1,Dph7,55.393200591165765,0.0,0.0,23.735613903752203,40.88579066442023,28.678363691592526,30.502960404963673,0.0,0.0,42.397684337503975,22.536650959509906,37.08308223890193
A0A0A6YWH7,Serpinc1,52.041252452077956,67.91945879029862,93.48421836102003,79.98658310449777,89.09985668472216,50.10831627434526,0.0,285.35392945571147,52.06109331230409,126.74188692438298,83.53620672887882,40.286045885676714
A0A0A6YWM1,Uqcrc1,937.7681020923691,893.5147556234928,911.8868898811338,914.746952768565,859.5468669289124,760.6740698018461,793.5169554296135,692.0478820422009,970.2335803162636,836.5123707436892,891.9688314834864,675.2266643821456
A0A0A6YWM5,Rab3gap2,96.09317081400738,86.50484324221985,87.3603873591064,104.06195753045728,24.472334996294624,95.47746901034502,124.85646861043321,0.0,120.15824482546829,57.592060732205525,96.42682845461357,101.04058782022408
A0A0A6YWM7,Usp4,144.05330630572612,153.58861034187987,356.16852006542996,90.05948438501166,135.8894589600429,142.92029154344112,166.38068868822006,0.0,322.37240306789636,142.96550153295064,124.30580537494387,125.49635759729561
A0A0A6YWM8,Map4k4,80.39611236855214,84.81561611364448,86.50008950109215,109.71463942487372,143.1979758499057,101.05265148154977,28.07912815764262,0.0,45.69811060133657,0.0,38.92828603054827,78.25700070032133
A0A0A6YWP0,Brox,93.98388168190506,63.82343313721906,60.88564546565277,70.87278238812466,75.72420466275203,39.84906949876069,40.812945163582256,64.35543326496779,37.188662117806786,71.67459451042524,75.24540998692636,73.57926137305782
A0A0A6YWP7,Rcor3,37.626657854695736,20.541288060418164,37.05248242474385,37.788427748326015,0.0,113.20828461581218,0.0,0.0,58.37955968409009,59.97336716280728,29.886839586072373,56.63263364334529
A0A0A6YWS5,Lrsam1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57574155542903
A0A0A6YWS6,Diexf,32.306566142914804,88.00878111613753,105.98129552348813,68.85524690718357,118.30796275579124,43.3563601887845,61.34898186191675,0.0,131.59955444668978,76.41789499914843,20.005500752989374,48.0133123557674
A0A0A6YWU4,Nckipsd,0.0,0.0,0.0,0.0,0.0,0.0,39.136356151335846,0.0,0.0,0.0,0.0,0.0
A0A0A6YWU6,Fpgs,8.718655604912039,21.737246373845476,0.0,16.216709837299152,29.415112836780775,19.472378965219416,27.820856424332916,0.0,75.91944674388368,5.454807470345075,10.378547701074728,25.37861095902709
A0A0A6YWU8,Tiprl,320.08823694551285,267.3612396769874,171.37476392086037,261.65767258631746,102.678325398548,153.45951523901067,154.93337005403927,116.95125841758286,106.1871150717231,116.1794680724066,139.45132994562414,183.4100269363888
A0A0A6YWV7,Ifrd2,18.696916590446236,24.69266225977702,16.37329045377369,17.436321953204853,0.0,20.57534202827087,20.411244563937565,0.0,55.55211572378922,0.0,16.12093562883072,10.043272285608573
A0A0A6YX00,Fbxo28,0.0,16.977206884083003,7.548396030324541,12.575604460858802,0.0,13.559833376196108,27.72360808909991,0.0,51.21594065376052,10.962696242305405,13.481139793015368,24.86970389113605
A0A0A6YX11,Uck2,89.17817887993625,106.06406140785471,120.30900498003753,151.72521840781764,178.2325388216579,109.90046803645882,158.21037307071612,53.87779202763161,226.5513311184899,135.19668523233273,67.84437132443244,82.93794143221876
A0A0A6YX13,Rabgap1l,131.02629415348804,83.94722170406428,55.20932423059409,164.8342734378583,0.0,43.6506693451123,47.60252658547682,0.0,142.2394110054514,0.0,0.0,0.0
A0A0A6YX17,Tdrd12,996.498009813439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0A6YX18,Atp6v1h,112.3053685410679,121.77032846350612,132.60941784363072,72.95991948416471,66.64870962485742,78.71354455219203,174.463544616466,112.4119762856268,77.27968807565945,94.81483611284231,73.93810244624886,99.32727258591731
